sample_id,class_id,class_name,image_size,center_x,center_y,radius_or_half_side,noise_std,foreground_brightness,pixel_mean,split
1313,2,triangle,32,16,19,10,0.027,0.903,0.277,train
1314,2,triangle,32,20,19,12,0.046,0.7736,0.3418,train
1315,2,triangle,32,20,21,9,0.0568,0.8607,0.2139,train
1316,2,triangle,32,15,20,8,0.0487,0.7968,0.1565,train
1317,2,triangle,32,10,20,6,0.0367,0.8252,0.0911,train
1318,2,triangle,32,11,20,13,0.0508,0.7734,0.401,train
1319,2,triangle,32,21,14,10,0.0486,0.8344,0.256,train
1320,2,triangle,32,19,20,9,0.0508,0.7721,0.1919,train
1321,2,triangle,32,20,11,7,0.0521,0.9781,0.147,train
1322,2,triangle,32,22,20,8,0.0617,0.8402,0.165,train
1323,2,triangle,32,21,12,10,0.057,0.965,0.2961,train
1324,2,triangle,32,17,14,12,0.0459,0.7682,0.3394,train
1325,2,triangle,32,20,22,11,0.0641,0.9161,0.3401,train
1326,2,triangle,32,10,16,12,0.0492,0.8165,0.3607,train
1327,2,triangle,32,10,14,10,0.0674,0.8298,0.2546,train
1328,2,triangle,32,13,19,12,0.0517,0.9851,0.4352,train
1329,2,triangle,32,17,11,8,0.0534,0.7928,0.1557,train
1330,2,triangle,32,11,17,10,0.0397,0.8974,0.2753,train
1331,2,triangle,32,11,11,10,0.0473,0.7748,0.2377,train
1332,2,triangle,32,20,20,6,0.0503,0.8694,0.096,train
1333,2,triangle,32,20,16,10,0.0481,0.9739,0.2988,train
1334,2,triangle,32,10,18,13,0.0552,0.8439,0.4375,train
1335,2,triangle,32,16,21,7,0.0573,0.8648,0.13,train
1336,2,triangle,32,22,17,7,0.0492,0.979,0.1472,train
1337,2,triangle,32,15,15,10,0.0498,0.8861,0.2719,train
1338,2,triangle,32,11,15,14,0.0385,0.9801,0.5894,train
1339,2,triangle,32,15,11,13,0.0583,0.9548,0.495,train
1340,2,triangle,32,18,10,12,0.0505,0.7987,0.3529,train
1341,2,triangle,32,14,21,12,0.0417,0.9086,0.4014,train
1342,2,triangle,32,11,20,13,0.0612,0.8362,0.4336,train
1343,2,triangle,32,12,10,9,0.0415,0.9265,0.2302,train
1344,2,triangle,32,16,11,14,0.0831,0.8072,0.4854,train
1345,2,triangle,32,17,18,13,0.0553,0.9044,0.4689,train
1346,2,triangle,32,15,22,6,0.0518,0.8314,0.0918,train
1347,2,triangle,32,13,22,14,0.0496,0.8473,0.5095,train
1348,2,triangle,32,12,21,9,0.0355,0.9598,0.2385,train
1349,2,triangle,32,10,21,8,0.0539,0.972,0.1909,train
1350,2,triangle,32,19,10,9,0.048,0.9677,0.2405,train
1351,2,triangle,32,12,10,8,0.0501,0.9183,0.1803,train
1352,2,triangle,32,11,17,8,0.0354,0.947,0.1859,train
1353,2,triangle,32,11,11,7,0.0339,0.9505,0.1429,train
1354,2,triangle,32,22,13,12,0.0321,0.8029,0.3547,train
1355,2,triangle,32,21,20,12,0.0503,0.831,0.3671,train
1356,2,triangle,32,12,15,9,0.0377,0.8882,0.2207,train
1357,2,triangle,32,19,12,11,0.0744,0.9334,0.3465,train
1358,2,triangle,32,12,21,11,0.0574,0.9318,0.3459,train
1359,2,triangle,32,17,13,6,0.0531,0.8828,0.0975,train
1360,2,triangle,32,16,22,8,0.0618,0.9017,0.177,train
1361,2,triangle,32,17,11,6,0.0632,0.7538,0.0833,train
1362,2,triangle,32,19,14,12,0.0728,0.9196,0.4063,train
1363,2,triangle,32,22,22,13,0.051,0.9164,0.4751,train
1364,2,triangle,32,18,17,12,0.0476,0.9036,0.3992,train
1365,2,triangle,32,12,19,6,0.0436,0.8074,0.0892,train
1366,2,triangle,32,11,20,10,0.0369,0.8969,0.2752,train
1367,2,triangle,32,10,18,9,0.041,0.8335,0.2071,train
1368,2,triangle,32,19,15,14,0.0605,0.9844,0.5919,train
1369,2,triangle,32,17,22,9,0.0774,0.8718,0.2166,train
1370,2,triangle,32,20,17,13,0.0489,0.9412,0.488,train
1371,2,triangle,32,20,10,6,0.0565,0.7923,0.0875,train
1372,2,triangle,32,15,19,13,0.045,0.8543,0.4429,train
1373,2,triangle,32,21,10,14,0.0435,0.7604,0.4572,train
1374,2,triangle,32,11,11,9,0.0579,0.8664,0.2153,train
1375,2,triangle,32,19,19,11,0.0657,0.9231,0.3427,train
1376,2,triangle,32,13,22,7,0.0355,0.9656,0.1452,train
1377,2,triangle,32,11,13,12,0.0581,0.8283,0.3659,train
1378,2,triangle,32,17,19,13,0.0566,0.803,0.4163,train
1379,2,triangle,32,16,12,9,0.0429,0.763,0.1896,train
1380,2,triangle,32,12,17,9,0.0599,0.843,0.2095,train
1381,2,triangle,32,14,13,11,0.0452,0.9017,0.3347,train
1382,2,triangle,32,12,11,13,0.0607,0.7643,0.3963,train
1383,2,triangle,32,12,22,11,0.061,0.8601,0.3193,train
1384,2,triangle,32,22,20,8,0.0516,0.7876,0.1546,train
1385,2,triangle,32,18,13,7,0.0582,0.8887,0.1336,train
1386,2,triangle,32,13,19,13,0.0397,0.9569,0.4961,train
1387,2,triangle,32,14,10,12,0.0564,0.9509,0.4201,train
1388,2,triangle,32,19,13,8,0.0493,0.8286,0.1627,train
1389,2,triangle,32,10,16,6,0.0425,0.9693,0.1071,train
1390,2,triangle,32,10,16,14,0.0609,0.9345,0.5619,train
1391,2,triangle,32,22,22,7,0.0528,0.8446,0.127,train
1392,2,triangle,32,10,21,12,0.0429,0.884,0.3905,train
1393,2,triangle,32,12,15,10,0.0522,0.978,0.3,train
1394,2,triangle,32,20,14,8,0.0525,0.7538,0.148,train
1395,2,triangle,32,19,21,6,0.087,0.9188,0.1015,train
1396,2,triangle,32,21,16,8,0.061,0.7833,0.1538,train
1397,2,triangle,32,15,20,13,0.0484,0.9396,0.4872,train
1398,2,triangle,32,16,21,11,0.0499,0.9006,0.3343,train
1399,2,triangle,32,14,16,10,0.0495,0.8774,0.2692,train
1400,2,triangle,32,13,22,7,0.0456,0.8881,0.1335,val
1401,2,triangle,32,15,21,6,0.037,0.8989,0.0993,val
1402,2,triangle,32,10,11,12,0.0281,0.8374,0.37,val
1403,2,triangle,32,19,10,11,0.048,0.8377,0.311,val
1404,2,triangle,32,18,21,9,0.0403,0.9192,0.2284,val
1405,2,triangle,32,15,13,14,0.0608,0.7832,0.471,val
1406,2,triangle,32,19,21,9,0.0586,0.9754,0.2424,val
1407,2,triangle,32,22,13,11,0.0575,0.9308,0.3455,val
1408,2,triangle,32,14,10,7,0.0453,0.9133,0.1373,val
1409,2,triangle,32,17,17,14,0.0563,0.8395,0.5048,val
1410,2,triangle,32,20,18,10,0.045,0.9204,0.2824,val
1411,2,triangle,32,15,22,7,0.0491,0.8585,0.1291,val
1412,2,triangle,32,16,12,10,0.0578,0.771,0.2365,val
1413,2,triangle,32,11,11,8,0.0692,0.98,0.1924,val
1414,2,triangle,32,13,18,6,0.0475,0.8691,0.096,val
1415,2,triangle,32,20,18,8,0.0653,0.8204,0.1611,val
1416,2,triangle,32,10,14,9,0.0397,0.9271,0.2304,val
1417,2,triangle,32,22,13,14,0.0517,0.7651,0.4601,val
1418,2,triangle,32,20,22,11,0.0437,0.8323,0.309,val
1419,2,triangle,32,20,21,14,0.0419,0.8667,0.5212,val
1420,2,triangle,32,12,22,10,0.0559,0.823,0.2525,val
1421,2,triangle,32,14,13,13,0.0409,0.7912,0.4102,val
1422,2,triangle,32,12,15,10,0.0443,0.9529,0.2923,val
1423,2,triangle,32,12,19,8,0.0559,0.8594,0.1687,val
1424,2,triangle,32,21,21,8,0.0481,0.9836,0.1931,val
1425,2,triangle,32,11,10,11,0.042,0.7887,0.2928,val
1426,2,triangle,32,13,18,6,0.0404,0.8387,0.0926,val
1427,2,triangle,32,15,12,11,0.0451,0.9097,0.3377,val
1428,2,triangle,32,11,10,12,0.0242,0.8781,0.3879,val
1429,2,triangle,32,22,12,13,0.0587,0.9735,0.5047,val
1430,2,triangle,32,18,18,11,0.0552,0.9828,0.3648,val
1431,2,triangle,32,14,17,10,0.0474,0.9053,0.2777,val
1432,2,triangle,32,20,12,13,0.0664,0.9886,0.5126,val
1433,2,triangle,32,11,21,13,0.0468,0.8313,0.431,val
1434,2,triangle,32,14,10,12,0.0544,0.8822,0.3897,val
1435,2,triangle,32,13,17,11,0.0468,0.8982,0.3334,val
1436,2,triangle,32,19,18,9,0.0528,0.9039,0.2246,val
1437,2,triangle,32,22,14,9,0.0518,0.9375,0.233,val
1438,2,triangle,32,20,11,14,0.0623,0.8569,0.5153,val
1439,2,triangle,32,17,15,14,0.0518,0.8447,0.5079,val
1440,2,triangle,32,12,21,12,0.0705,0.8367,0.3696,val
1441,2,triangle,32,15,10,10,0.0424,0.8387,0.2573,val
1442,2,triangle,32,18,11,9,0.0452,0.8569,0.2129,val
1443,2,triangle,32,17,21,12,0.0571,0.9247,0.4085,val
1444,2,triangle,32,16,21,12,0.0527,0.9434,0.4168,val
1445,2,triangle,32,19,19,7,0.0422,0.7835,0.1178,val
1446,2,triangle,32,18,15,7,0.0553,0.9872,0.1484,val
1447,2,triangle,32,19,22,12,0.0567,0.974,0.4303,val
1448,2,triangle,32,16,12,14,0.0587,0.9695,0.583,val
1449,2,triangle,32,19,22,8,0.0554,0.8609,0.169,val
1450,2,triangle,32,17,10,10,0.0559,0.8195,0.2514,val
1451,2,triangle,32,14,17,14,0.0679,0.9503,0.5714,val
1452,2,triangle,32,12,14,10,0.0495,0.9399,0.2884,val
1453,2,triangle,32,20,17,7,0.0429,0.9794,0.1472,val
1454,2,triangle,32,17,21,9,0.038,0.8501,0.2113,val
1455,2,triangle,32,22,14,13,0.0326,0.7568,0.3924,val
1456,2,triangle,32,19,17,12,0.0537,0.9289,0.4104,val
1457,2,triangle,32,20,20,13,0.0499,0.9584,0.4969,val
1458,2,triangle,32,21,19,6,0.0682,0.8396,0.0927,val
1459,2,triangle,32,12,19,6,0.047,0.9529,0.1052,val
1460,2,triangle,32,15,12,6,0.0568,0.9164,0.1012,val
1461,2,triangle,32,16,20,11,0.0588,0.8154,0.3027,val
1462,2,triangle,32,11,18,9,0.0579,0.9033,0.2245,val
1463,2,triangle,32,12,22,7,0.0525,0.9339,0.1404,val
1464,2,triangle,32,15,20,10,0.0451,0.8274,0.2538,val
1465,2,triangle,32,21,21,11,0.0465,0.8152,0.3026,val
1466,2,triangle,32,10,12,14,0.0609,0.9476,0.5698,val
1467,2,triangle,32,22,17,12,0.0575,0.8175,0.3612,val
1468,2,triangle,32,12,18,9,0.0382,0.7746,0.1925,val
1469,2,triangle,32,22,18,14,0.0685,0.9496,0.571,val
1470,2,triangle,32,22,11,12,0.059,0.9185,0.4058,val
1471,2,triangle,32,11,11,8,0.037,0.8605,0.169,val
1472,2,triangle,32,15,12,13,0.0601,0.8248,0.4276,val
1473,2,triangle,32,19,18,11,0.0447,0.9635,0.3577,val
1474,2,triangle,32,11,13,8,0.054,0.9287,0.1823,val
1475,2,triangle,32,12,21,9,0.0575,0.9556,0.2375,val
1476,2,triangle,32,16,21,7,0.0476,0.9855,0.1482,val
1477,2,triangle,32,22,17,12,0.0564,0.7687,0.3396,val
1478,2,triangle,32,18,19,6,0.0546,0.9403,0.1039,val
1479,2,triangle,32,14,10,7,0.0513,0.8626,0.1297,val
1480,2,triangle,32,11,19,9,0.0495,0.7732,0.1921,val
1481,2,triangle,32,13,12,11,0.0514,0.891,0.3308,val
1482,2,triangle,32,14,19,11,0.0555,0.9291,0.3449,val
1483,2,triangle,32,18,22,9,0.051,0.8345,0.2074,val
1484,2,triangle,32,22,10,14,0.0462,0.9467,0.5693,val
1485,2,triangle,32,13,14,8,0.0499,0.8021,0.1575,val
1486,2,triangle,32,11,13,14,0.0601,0.9837,0.5915,val
1487,2,triangle,32,17,15,8,0.0428,0.9543,0.1874,val
1488,2,triangle,32,15,16,12,0.0266,0.7934,0.3505,val
1489,2,triangle,32,13,16,7,0.0593,0.8014,0.1205,val
1490,2,triangle,32,18,12,13,0.0506,0.8618,0.4468,val
1491,2,triangle,32,21,14,14,0.0413,0.9329,0.561,val
1492,2,triangle,32,16,14,13,0.0493,0.8685,0.4503,val
1493,2,triangle,32,14,20,13,0.0459,0.8941,0.4636,val
1494,2,triangle,32,16,13,7,0.0515,0.9864,0.1483,val
1495,2,triangle,32,22,17,11,0.0601,0.9647,0.3581,val
1496,2,triangle,32,11,16,13,0.0657,0.868,0.45,val
1497,2,triangle,32,20,11,7,0.083,0.8754,0.1316,val
1498,2,triangle,32,11,21,8,0.0563,0.8917,0.1751,val
1499,2,triangle,32,13,15,9,0.0579,0.7655,0.1902,val
1500,3,star,32,16,21,13,0.0247,0.7795,0.4042,train
1501,3,star,32,21,22,10,0.0328,0.8168,0.2506,train
1502,3,star,32,15,17,12,0.0507,0.9764,0.4314,train
1503,3,star,32,18,14,8,0.032,0.987,0.1938,train
1504,3,star,32,17,13,8,0.0505,0.8102,0.1591,train
1505,3,star,32,21,10,7,0.0452,0.7571,0.1138,train
1506,3,star,32,19,20,11,0.0477,0.793,0.2944,train
1507,3,star,32,19,19,7,0.05,0.7867,0.1183,train
1508,3,star,32,17,22,13,0.0509,0.8748,0.4536,train
1509,3,star,32,20,17,13,0.0353,0.7985,0.414,train
1510,3,star,32,18,18,6,0.0375,0.9443,0.1043,train
1511,3,star,32,10,16,7,0.0496,0.9786,0.1471,train
1512,3,star,32,17,10,6,0.0435,0.8403,0.0928,train
1513,3,star,32,20,22,10,0.0558,0.7924,0.2431,train
1514,3,star,32,14,21,12,0.0545,0.8534,0.377,train
1515,3,star,32,11,19,13,0.046,0.867,0.4495,train
1516,3,star,32,17,18,8,0.0419,0.8873,0.1742,train
1517,3,star,32,16,14,13,0.0372,0.8716,0.4519,train
1518,3,star,32,22,14,11,0.0418,0.9124,0.3387,train
1519,3,star,32,19,10,8,0.0447,0.7647,0.1501,train
1520,3,star,32,10,22,11,0.0548,0.9281,0.3445,train
1521,3,star,32,16,15,11,0.0421,0.8413,0.3123,train
1522,3,star,32,13,20,10,0.0471,0.8086,0.2481,train
1523,3,star,32,21,11,10,0.0518,0.8922,0.2737,train
1524,3,star,32,10,17,12,0.0546,0.8792,0.3884,train
1525,3,star,32,16,14,6,0.054,0.8863,0.0979,train
1526,3,star,32,16,19,12,0.0456,0.9866,0.4359,train
1527,3,star,32,11,22,13,0.0374,0.8274,0.429,train
1528,3,star,32,18,22,11,0.0621,0.8306,0.3083,train
1529,3,star,32,14,15,12,0.0588,0.79,0.349,train
1530,3,star,32,11,18,9,0.0542,0.9838,0.2445,train
1531,3,star,32,10,14,12,0.0636,0.819,0.3618,train
1532,3,star,32,21,19,7,0.0547,0.9799,0.1473,train
1533,3,star,32,14,11,14,0.0368,0.892,0.5364,train
1534,3,star,32,20,14,14,0.0432,0.941,0.5658,train
1535,3,star,32,16,20,14,0.0511,0.943,0.567,train
1536,3,star,32,18,17,14,0.046,0.8103,0.4872,train
1537,3,star,32,10,20,14,0.0595,0.7933,0.477,train
1538,3,star,32,21,17,10,0.0585,0.8011,0.2458,train
1539,3,star,32,18,22,12,0.04,0.9749,0.4307,train
1540,3,star,32,13,15,13,0.0648,0.7644,0.3963,train
1541,3,star,32,12,21,10,0.0436,0.7855,0.241,train
1542,3,star,32,11,20,9,0.0557,0.9564,0.2377,train
1543,3,star,32,14,14,8,0.0415,0.953,0.1871,train
1544,3,star,32,11,12,9,0.0495,0.8474,0.2106,train
1545,3,star,32,22,14,13,0.0635,0.7566,0.3923,train
1546,3,star,32,10,13,8,0.0193,0.8513,0.1672,train
1547,3,star,32,10,14,10,0.0528,0.8155,0.2502,train
1548,3,star,32,21,17,6,0.0466,0.9546,0.1054,train
1549,3,star,32,11,15,10,0.0448,0.7633,0.2342,train
1550,3,star,32,15,20,7,0.0644,0.8477,0.1274,train
1551,3,star,32,21,12,9,0.0341,0.8453,0.2101,train
1552,3,star,32,18,20,14,0.0624,0.9739,0.5856,train
1553,3,star,32,11,13,7,0.0605,0.8104,0.1218,train
1554,3,star,32,21,16,9,0.0513,0.9498,0.236,train
1555,3,star,32,13,12,7,0.0414,0.9745,0.1465,train
1556,3,star,32,14,19,6,0.062,0.8555,0.0945,train
1557,3,star,32,15,21,7,0.0736,0.8677,0.1304,train
1558,3,star,32,14,22,8,0.0457,0.9139,0.1794,train
1559,3,star,32,21,15,10,0.0596,0.8371,0.2568,train
1560,3,star,32,21,20,6,0.0759,0.8954,0.0989,train
1561,3,star,32,22,20,9,0.0534,0.9158,0.2276,train
1562,3,star,32,21,15,7,0.0498,0.9033,0.1358,train
1563,3,star,32,13,17,12,0.0599,0.8784,0.3881,train
1564,3,star,32,14,14,7,0.0754,0.9726,0.1462,train
1565,3,star,32,22,13,10,0.0513,0.9747,0.299,train
1566,3,star,32,20,15,12,0.0552,0.9698,0.4284,train
1567,3,star,32,14,11,13,0.0704,0.9394,0.4871,train
1568,3,star,32,21,16,7,0.0398,0.9519,0.1431,train
1569,3,star,32,21,14,14,0.0519,0.9479,0.57,train
1570,3,star,32,18,21,11,0.0596,0.925,0.3434,train
1571,3,star,32,10,22,6,0.0542,0.8588,0.0949,train
1572,3,star,32,20,12,6,0.046,0.8564,0.0946,train
1573,3,star,32,20,14,11,0.0451,0.8462,0.3141,train
1574,3,star,32,21,22,8,0.0457,0.8099,0.159,train
1575,3,star,32,20,16,11,0.0478,0.9533,0.3539,train
1576,3,star,32,12,20,11,0.0306,0.782,0.2903,train
1577,3,star,32,13,11,12,0.0561,0.9419,0.4161,train
1578,3,star,32,19,13,6,0.0433,0.8406,0.0928,train
1579,3,star,32,18,20,9,0.0574,0.9775,0.2429,train
1580,3,star,32,21,12,6,0.0725,0.7976,0.0881,train
1581,3,star,32,16,19,10,0.0351,0.8462,0.2596,train
1582,3,star,32,19,11,6,0.0649,0.7908,0.0873,train
1583,3,star,32,16,22,13,0.0703,0.9225,0.4783,train
1584,3,star,32,13,13,10,0.0554,0.8039,0.2466,train
1585,3,star,32,17,16,8,0.0397,0.8191,0.1608,train
1586,3,star,32,14,21,9,0.0438,0.8017,0.1992,train
1587,3,star,32,16,22,8,0.0528,0.8504,0.167,train
1588,3,star,32,17,13,11,0.0769,0.8065,0.2994,train
1589,3,star,32,20,17,7,0.0549,0.8899,0.1338,train
1590,3,star,32,21,16,9,0.0553,0.8276,0.2057,train
1591,3,star,32,21,16,10,0.0503,0.9212,0.2826,train
1592,3,star,32,13,17,11,0.0614,0.7625,0.2831,train
1593,3,star,32,20,22,6,0.0557,0.9892,0.1093,train
1594,3,star,32,16,20,11,0.0618,0.8414,0.3123,train
1595,3,star,32,18,10,8,0.0504,0.7817,0.1535,train
1596,3,star,32,17,12,7,0.0492,0.9733,0.1463,train
1597,3,star,32,18,16,8,0.0618,0.8262,0.1622,train
1598,3,star,32,17,14,11,0.0494,0.9848,0.3656,train
1599,3,star,32,14,14,10,0.0587,0.9723,0.2983,train
1600,3,star,32,21,17,8,0.0394,0.7896,0.155,train
1601,3,star,32,20,20,13,0.0489,0.8834,0.458,train
1602,3,star,32,10,17,10,0.0554,0.8052,0.247,train
1603,3,star,32,17,16,7,0.0519,0.7893,0.1187,train
1604,3,star,32,15,21,14,0.0729,0.7598,0.4569,train
1605,3,star,32,17,11,8,0.0493,0.8664,0.1701,train
1606,3,star,32,12,12,14,0.0532,0.9584,0.5763,train
1607,3,star,32,19,20,9,0.0531,0.9474,0.2354,train
1608,3,star,32,19,12,12,0.0269,0.8762,0.3871,train
1609,3,star,32,13,22,13,0.0366,0.9709,0.5034,train
1610,3,star,32,20,20,7,0.0407,0.7562,0.1137,train
1611,3,star,32,19,11,11,0.0313,0.8446,0.3135,train
1612,3,star,32,20,17,13,0.0523,0.9494,0.4923,train
1613,3,star,32,14,19,6,0.0534,0.9008,0.0995,train
1614,3,star,32,17,15,8,0.0486,0.8994,0.1766,train
1615,3,star,32,10,22,10,0.0526,0.8007,0.2457,train
1616,3,star,32,19,16,7,0.0485,0.767,0.1153,train
1617,3,star,32,12,13,12,0.053,0.8457,0.3736,train
1618,3,star,32,22,16,10,0.0666,0.7891,0.2421,train
1619,3,star,32,20,12,7,0.0604,0.9053,0.1361,train
1620,3,star,32,14,20,8,0.0446,0.9266,0.1819,train
1621,3,star,32,11,15,14,0.0671,0.8362,0.5028,train
1622,3,star,32,14,19,12,0.0534,0.8431,0.3725,train
1623,3,star,32,16,22,11,0.0603,0.7717,0.2865,train
1624,3,star,32,10,18,11,0.0419,0.8522,0.3164,train
1625,3,star,32,20,13,8,0.043,0.9836,0.1931,train
1626,3,star,32,11,14,13,0.0611,0.9053,0.4694,train
1627,3,star,32,22,17,10,0.0448,0.855,0.2623,train
1628,3,star,32,13,18,12,0.0531,0.9667,0.4271,train
1629,3,star,32,10,18,7,0.0542,0.8209,0.1234,train
1630,3,star,32,16,11,13,0.0604,0.8726,0.4524,train
1631,3,star,32,19,14,11,0.044,0.9086,0.3373,train
1632,3,star,32,11,21,13,0.0499,0.8708,0.4515,train
1633,3,star,32,12,16,6,0.0541,0.7931,0.0876,train
1634,3,star,32,19,21,13,0.0677,0.8214,0.4259,train
1635,3,star,32,17,19,10,0.0602,0.9318,0.2859,train
1636,3,star,32,13,12,7,0.0379,0.9444,0.142,train
1637,3,star,32,19,14,7,0.0688,0.9293,0.1397,train
1638,3,star,32,10,12,13,0.0483,0.8448,0.438,train
1639,3,star,32,16,20,13,0.0508,0.8604,0.4461,train
1640,3,star,32,21,20,12,0.044,0.898,0.3967,train
1641,3,star,32,11,12,8,0.0673,0.9431,0.1852,train
1642,3,star,32,13,10,9,0.0549,0.7538,0.1873,train
1643,3,star,32,12,20,9,0.0504,0.8655,0.2151,train
1644,3,star,32,13,11,10,0.0371,0.9396,0.2883,train
1645,3,star,32,12,17,12,0.0555,0.9347,0.4129,train
1646,3,star,32,21,17,13,0.056,0.7866,0.4078,train
1647,3,star,32,17,19,9,0.0508,0.8632,0.2145,train
1648,3,star,32,10,15,6,0.0539,0.9501,0.1049,train
1649,3,star,32,21,16,12,0.0624,0.7746,0.3422,train
1650,3,star,32,18,14,6,0.0595,0.893,0.0986,train
1651,3,star,32,17,18,13,0.0367,0.867,0.4495,train
1652,3,star,32,19,15,14,0.0504,0.7546,0.4538,train
1653,3,star,32,20,16,13,0.0535,0.7652,0.3967,train
1654,3,star,32,17,21,12,0.0604,0.9051,0.3999,train
1655,3,star,32,14,21,9,0.0594,0.755,0.1876,train
1656,3,star,32,19,20,11,0.0395,0.8718,0.3236,train
1657,3,star,32,21,20,13,0.0521,0.9712,0.5036,train
1658,3,star,32,16,20,11,0.0557,0.9207,0.3418,train
1659,3,star,32,22,12,9,0.0561,0.941,0.2338,train
1660,3,star,32,12,12,9,0.0466,0.9101,0.2262,train
1661,3,star,32,17,11,12,0.0663,0.7875,0.3479,train
1662,3,star,32,18,10,6,0.0609,0.8063,0.0891,train
1663,3,star,32,14,15,8,0.0459,0.8361,0.1642,train
1664,3,star,32,22,11,11,0.059,0.8708,0.3233,train
1665,3,star,32,19,13,7,0.0676,0.8533,0.1283,train
1666,3,star,32,22,15,6,0.0393,0.9885,0.1092,train
1667,3,star,32,18,14,8,0.0456,0.9348,0.1835,train
1668,3,star,32,11,21,6,0.0623,0.895,0.0988,train
1669,3,star,32,17,22,13,0.0338,0.9724,0.5042,train
1670,3,star,32,22,19,7,0.0663,0.9839,0.1479,train
1671,3,star,32,10,18,7,0.0461,0.9477,0.1425,train
1672,3,star,32,15,12,10,0.0525,0.7993,0.2452,train
1673,3,star,32,22,18,13,0.0543,0.92,0.477,train
1674,3,star,32,15,12,7,0.0495,0.9053,0.1361,train
1675,3,star,32,17,16,6,0.0455,0.9537,0.1053,train
1676,3,star,32,18,12,7,0.0505,0.8319,0.1251,train
1677,3,star,32,21,22,12,0.0682,0.8138,0.3595,train
1678,3,star,32,22,18,12,0.0405,0.7864,0.3474,train
1679,3,star,32,12,22,12,0.0614,0.9389,0.4148,train
1680,3,star,32,18,22,11,0.0412,0.8601,0.3193,train
1681,3,star,32,17,12,6,0.0553,0.9765,0.1079,train
1682,3,star,32,15,15,12,0.0476,0.7667,0.3387,train
1683,3,star,32,12,16,6,0.0382,0.9857,0.1089,train
1684,3,star,32,12,19,6,0.0478,0.9714,0.1073,train
1685,3,star,32,21,22,14,0.0517,0.9847,0.5921,train
1686,3,star,32,21,18,10,0.0603,0.9626,0.2953,train
1687,3,star,32,15,15,6,0.0482,0.9232,0.102,train
1688,3,star,32,12,21,12,0.06,0.8965,0.3961,train
1689,3,star,32,13,18,13,0.031,0.8571,0.4444,train
1690,3,star,32,16,22,9,0.0432,0.9376,0.233,train
1691,3,star,32,11,10,14,0.0302,0.9614,0.5781,train
1692,3,star,32,12,18,14,0.0419,0.9276,0.5578,train
1693,3,star,32,11,18,14,0.0639,0.8181,0.4919,train
1694,3,star,32,10,10,14,0.0465,0.9026,0.5428,train
1695,3,star,32,13,22,10,0.0584,0.8922,0.2737,train
1696,3,star,32,10,15,10,0.0457,0.7765,0.2382,train
1697,3,star,32,15,11,6,0.0209,0.9005,0.0995,train
1698,3,star,32,19,21,6,0.051,0.8577,0.0947,train
1699,3,star,32,13,22,14,0.0262,0.8588,0.5164,train
1700,3,star,32,20,22,8,0.0541,0.8218,0.1614,train
1701,3,star,32,18,21,9,0.044,0.9214,0.229,train
1702,3,star,32,22,15,13,0.0595,0.7962,0.4128,train
1703,3,star,32,21,16,12,0.0574,0.7735,0.3417,train
1704,3,star,32,17,13,13,0.0531,0.9632,0.4994,train
1705,3,star,32,20,18,12,0.0518,0.7687,0.3396,train
1706,3,star,32,14,19,13,0.0397,0.8447,0.438,train
1707,3,star,32,17,21,13,0.0436,0.9028,0.4681,train
1708,3,star,32,18,12,13,0.0488,0.7891,0.4091,train
1709,3,star,32,12,21,14,0.0397,0.9207,0.5536,train
1710,3,star,32,17,10,8,0.0533,0.801,0.1573,train
1711,3,star,32,15,11,12,0.0462,0.9766,0.4314,train
1712,3,star,32,18,12,7,0.0574,0.8195,0.1232,train
1713,3,star,32,15,14,10,0.0561,0.8392,0.2575,train
1714,3,star,32,19,16,6,0.0324,0.7841,0.0866,train
1715,3,star,32,14,14,9,0.0516,0.9748,0.2422,train
1716,3,star,32,18,15,7,0.0567,0.7505,0.1128,train
1717,3,star,32,16,17,10,0.065,0.9589,0.2942,train
1718,3,star,32,17,21,8,0.0303,0.9375,0.1841,train
1719,3,star,32,18,20,13,0.0414,0.9329,0.4837,train
1720,3,star,32,21,15,7,0.0511,0.7858,0.1181,train
1721,3,star,32,20,19,12,0.0352,0.942,0.4162,train
1722,3,star,32,10,20,13,0.0337,0.8314,0.4311,train
1723,3,star,32,20,11,8,0.064,0.9266,0.1819,train
1724,3,star,32,21,14,14,0.0465,0.9411,0.5659,train
1725,3,star,32,20,18,7,0.0374,0.9048,0.136,train
1726,3,star,32,10,19,14,0.0549,0.8884,0.5342,train
1727,3,star,32,17,18,6,0.063,0.7955,0.0879,train
1728,3,star,32,10,14,9,0.0671,0.7931,0.1971,train
1729,3,star,32,21,19,13,0.0661,0.8089,0.4194,train
1730,3,star,32,19,10,13,0.0606,0.8269,0.4287,train
1731,3,star,32,10,15,12,0.0563,0.9569,0.4227,train
1732,3,star,32,16,14,7,0.0509,0.8767,0.1318,train
1733,3,star,32,11,18,8,0.052,0.7775,0.1527,train
1734,3,star,32,12,14,12,0.0486,0.9344,0.4128,train
1735,3,star,32,10,19,11,0.0562,0.9129,0.3389,train
1736,3,star,32,11,15,8,0.0566,0.8215,0.1613,train
1737,3,star,32,15,14,12,0.0644,0.8491,0.3751,train
1738,3,star,32,13,22,9,0.07,0.7625,0.1895,train
1739,3,star,32,22,18,12,0.0423,0.8683,0.3836,train
1740,3,star,32,18,16,7,0.0575,0.8264,0.1242,train
